rowId,id,category,symbolPath,symbol,type,source,relevance,relevanceToCrabSync,readStatus,naturalObservationStatus,argumentMetadataStatus,ownershipAuthorityStatus,visibilityDirection,lifecycleCoverage,persistenceUiCoverage,writeApplyStatus,safetyClassification,terminalDisposition,coverageDisposition,nextRequiredObservation,checklistLinks,checklistLinkage,coverageCapabilities
game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-3-property,game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-3-property,health-armor,/Game/UI/Generic/UI_BossHealthBar_OLD.UI_BossHealthBar_OLD_C:Image_3,UI_BossHealthBar_OLD_C.Image_3,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-4-property,game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-4-property,health-armor,/Game/UI/Generic/UI_BossHealthBar_OLD.UI_BossHealthBar_OLD_C:Image_4,UI_BossHealthBar_OLD_C.Image_4,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-8-property,game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-8-property,health-armor,/Game/UI/Generic/UI_BossHealthBar_OLD.UI_BossHealthBar_OLD_C:Image_8,UI_BossHealthBar_OLD_C.Image_8,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-9-property,game-ui-generic-ui-bosshealthbar-old-ui-bosshealthbar-old-c-image-9-property,health-armor,/Game/UI/Generic/UI_BossHealthBar_OLD.UI_BossHealthBar_OLD_C:Image_9,UI_BossHealthBar_OLD_C.Image_9,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-dummyimagetomaintainheightwhencollapsed-property,game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-dummyimagetomaintainheightwhencollapsed-property,health-armor,/Game/UI/Generic/UI_GenericHealthBar_OLD.UI_GenericHealthBar_OLD_C:DummyImageToMaintainHeightWhenCollapsed,UI_GenericHealthBar_OLD_C.DummyImageToMaintainHeightWhenCollapsed,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-property,game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-property,health-armor,/Game/UI/Generic/UI_GenericHealthBar_OLD.UI_GenericHealthBar_OLD_C:Image,UI_GenericHealthBar_OLD_C.Image,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-1-property,game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-1-property,health-armor,/Game/UI/Generic/UI_GenericHealthBar_OLD.UI_GenericHealthBar_OLD_C:Image_1,UI_GenericHealthBar_OLD_C.Image_1,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-10-property,game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-10-property,health-armor,/Game/UI/Generic/UI_GenericHealthBar_OLD.UI_GenericHealthBar_OLD_C:Image_10,UI_GenericHealthBar_OLD_C.Image_10,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-11-property,game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-11-property,health-armor,/Game/UI/Generic/UI_GenericHealthBar_OLD.UI_GenericHealthBar_OLD_C:Image_11,UI_GenericHealthBar_OLD_C.Image_11,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-130-property,game-ui-generic-ui-generichealthbar-old-ui-generichealthbar-old-c-image-130-property,health-armor,/Game/UI/Generic/UI_GenericHealthBar_OLD.UI_GenericHealthBar_OLD_C:Image_130,UI_GenericHealthBar_OLD_C.Image_130,property,object dump,"Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.","Health, armor, shields, and elimination; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-health-armor; health-healing; world-ui-follow-up,coverage-health-armor; health-healing; world-ui-follow-up,health
